,label,0,1,2,3,4
540,tensor(0),tensor(0.5913),tensor(0.4045),tensor(0.0037),tensor(0.0004),tensor(0.0002)
541,tensor(0),tensor(0.7943),tensor(0.2043),tensor(0.0010),tensor(0.0004),tensor(3.1638e-06)
542,tensor(0),tensor(0.8083),tensor(0.1904),tensor(0.0010),tensor(0.0003),tensor(1.3661e-05)
543,tensor(0),tensor(0.8051),tensor(0.1929),tensor(0.0018),tensor(8.6068e-05),tensor(7.7684e-05)
544,tensor(0),tensor(0.8541),tensor(0.1452),tensor(0.0004),tensor(0.0002),tensor(9.8011e-05)
545,tensor(0),tensor(0.7534),tensor(0.2415),tensor(0.0039),tensor(0.0011),tensor(0.0001)
546,tensor(0),tensor(0.7798),tensor(0.2168),tensor(0.0030),tensor(0.0004),tensor(2.5562e-05)
547,tensor(0),tensor(0.7746),tensor(0.2228),tensor(0.0019),tensor(0.0006),tensor(0.0001)
548,tensor(0),tensor(0.8417),tensor(0.1574),tensor(0.0003),tensor(0.0004),tensor(0.0002)
549,tensor(0),tensor(0.7654),tensor(0.2280),tensor(0.0015),tensor(0.0020),tensor(0.0031)
550,tensor(0),tensor(0.8169),tensor(0.1779),tensor(0.0023),tensor(0.0024),tensor(0.0005)
551,tensor(0),tensor(0.7589),tensor(0.2345),tensor(0.0031),tensor(0.0028),tensor(0.0008)
552,tensor(0),tensor(0.7588),tensor(0.2376),tensor(0.0020),tensor(0.0014),tensor(0.0002)
553,tensor(0),tensor(0.8069),tensor(0.1920),tensor(0.0009),tensor(0.0002),tensor(1.6042e-05)
554,tensor(1),tensor(0.6964),tensor(0.3023),tensor(0.0009),tensor(0.0004),tensor(1.7039e-05)
555,tensor(0),tensor(0.7170),tensor(0.2782),tensor(0.0046),tensor(0.0001),tensor(1.1231e-05)
556,tensor(0),tensor(0.7518),tensor(0.2427),tensor(0.0052),tensor(0.0002),tensor(5.6313e-05)
557,tensor(0),tensor(0.8647),tensor(0.1194),tensor(0.0061),tensor(0.0097),tensor(0.0001)
558,tensor(0),tensor(0.8670),tensor(0.1288),tensor(0.0017),tensor(0.0023),tensor(0.0002)
559,tensor(0),tensor(0.3330),tensor(0.6544),tensor(0.0121),tensor(0.0004),tensor(6.4805e-07)
560,tensor(1),tensor(0.2206),tensor(0.6760),tensor(0.1019),tensor(0.0016),tensor(1.6516e-05)
561,tensor(0),tensor(0.5075),tensor(0.4343),tensor(0.0564),tensor(0.0018),tensor(3.1942e-05)
562,tensor(0),tensor(0.5684),tensor(0.3647),tensor(0.0598),tensor(0.0070),tensor(0.0001)
563,tensor(0),tensor(0.1752),tensor(0.8174),tensor(0.0070),tensor(0.0003),tensor(3.5284e-05)
564,tensor(0),tensor(0.7420),tensor(0.2568),tensor(0.0011),tensor(0.0001),tensor(3.2601e-05)
565,tensor(0),tensor(0.7575),tensor(0.2407),tensor(0.0009),tensor(0.0006),tensor(0.0002)
566,tensor(0),tensor(0.8000),tensor(0.1979),tensor(0.0009),tensor(0.0009),tensor(0.0001)
567,tensor(0),tensor(0.7708),tensor(0.2246),tensor(0.0043),tensor(0.0002),tensor(1.5383e-05)
568,tensor(0),tensor(0.7999),tensor(0.1986),tensor(0.0009),tensor(0.0004),tensor(0.0002)
569,tensor(0),tensor(0.7371),tensor(0.2616),tensor(0.0011),tensor(0.0001),tensor(2.1266e-05)
570,tensor(0),tensor(0.6425),tensor(0.3552),tensor(0.0021),tensor(0.0002),tensor(6.7282e-05)
571,tensor(0),tensor(0.8341),tensor(0.1575),tensor(0.0032),tensor(0.0050),tensor(0.0001)
572,tensor(0),tensor(0.7666),tensor(0.2220),tensor(0.0052),tensor(0.0062),tensor(9.1131e-05)
573,tensor(0),tensor(0.7618),tensor(0.2365),tensor(0.0016),tensor(4.5867e-05),tensor(8.9610e-06)
574,tensor(0),tensor(0.7432),tensor(0.2547),tensor(0.0017),tensor(0.0003),tensor(2.9581e-05)
575,tensor(0),tensor(0.6719),tensor(0.3268),tensor(0.0011),tensor(0.0002),tensor(1.6099e-05)
576,tensor(0),tensor(0.2884),tensor(0.7019),tensor(0.0095),tensor(9.9650e-05),tensor(2.0008e-05)
577,tensor(0),tensor(0.9051),tensor(0.0925),tensor(0.0007),tensor(0.0010),tensor(0.0007)
578,tensor(1),tensor(0.8909),tensor(0.1037),tensor(0.0039),tensor(0.0011),tensor(0.0004)
579,tensor(0),tensor(0.7743),tensor(0.2234),tensor(0.0021),tensor(0.0002),tensor(1.7181e-05)
580,tensor(1),tensor(0.4028),tensor(0.5128),tensor(0.0813),tensor(0.0030),tensor(4.1998e-05)
581,tensor(0),tensor(0.7466),tensor(0.2384),tensor(0.0143),tensor(0.0005),tensor(0.0002)
582,tensor(0),tensor(0.7465),tensor(0.2424),tensor(0.0103),tensor(0.0004),tensor(0.0004)
583,tensor(0),tensor(0.7364),tensor(0.2539),tensor(0.0029),tensor(0.0058),tensor(0.0010)
584,tensor(0),tensor(0.7549),tensor(0.2325),tensor(0.0050),tensor(0.0062),tensor(0.0014)
585,tensor(0),tensor(0.8408),tensor(0.1560),tensor(0.0007),tensor(0.0021),tensor(0.0004)
586,tensor(0),tensor(0.8339),tensor(0.1564),tensor(0.0041),tensor(0.0056),tensor(7.9442e-05)
587,tensor(0),tensor(0.7706),tensor(0.2100),tensor(0.0137),tensor(0.0051),tensor(0.0005)
588,tensor(0),tensor(0.7836),tensor(0.2087),tensor(0.0054),tensor(0.0020),tensor(0.0003)
589,tensor(0),tensor(0.7150),tensor(0.2836),tensor(0.0010),tensor(0.0004),tensor(3.0766e-05)
590,tensor(0),tensor(0.7324),tensor(0.2631),tensor(0.0033),tensor(0.0010),tensor(0.0001)
591,tensor(0),tensor(0.8310),tensor(0.1667),tensor(0.0005),tensor(0.0012),tensor(0.0006)
592,tensor(0),tensor(0.7532),tensor(0.2423),tensor(0.0021),tensor(0.0015),tensor(0.0009)
593,tensor(0),tensor(0.7811),tensor(0.2152),tensor(0.0034),tensor(0.0003),tensor(3.2894e-05)
594,tensor(0),tensor(0.7849),tensor(0.2145),tensor(0.0005),tensor(6.1589e-05),tensor(4.4668e-06)
595,tensor(0),tensor(0.7073),tensor(0.2859),tensor(0.0031),tensor(0.0027),tensor(0.0011)
596,tensor(0),tensor(0.7234),tensor(0.2722),tensor(0.0019),tensor(0.0019),tensor(0.0006)
597,tensor(0),tensor(0.4335),tensor(0.5545),tensor(0.0102),tensor(0.0017),tensor(3.9264e-05)
598,tensor(0),tensor(0.6533),tensor(0.3436),tensor(0.0022),tensor(0.0008),tensor(7.9771e-05)
599,tensor(0),tensor(0.7869),tensor(0.2112),tensor(0.0017),tensor(0.0002),tensor(8.8454e-06)
600,tensor(0),tensor(0.7967),tensor(0.2014),tensor(0.0017),tensor(0.0002),tensor(7.0239e-06)
601,tensor(0),tensor(0.9325),tensor(0.0652),tensor(0.0007),tensor(0.0015),tensor(5.1633e-05)
602,tensor(0),tensor(0.8207),tensor(0.1755),tensor(0.0028),tensor(0.0009),tensor(0.0001)
603,tensor(0),tensor(0.6718),tensor(0.3272),tensor(0.0008),tensor(0.0002),tensor(2.8033e-05)
604,tensor(0),tensor(0.6681),tensor(0.3306),tensor(0.0009),tensor(0.0002),tensor(0.0001)
605,tensor(0),tensor(0.8122),tensor(0.1842),tensor(0.0030),tensor(0.0005),tensor(3.9367e-05)
606,tensor(0),tensor(0.5977),tensor(0.3619),tensor(0.0377),tensor(0.0026),tensor(9.2777e-05)
607,tensor(0),tensor(0.7621),tensor(0.2347),tensor(0.0020),tensor(0.0008),tensor(0.0003)
608,tensor(0),tensor(0.7756),tensor(0.2221),tensor(0.0015),tensor(0.0004),tensor(0.0004)
609,tensor(0),tensor(0.7763),tensor(0.2003),tensor(0.0216),tensor(0.0012),tensor(0.0005)
610,tensor(0),tensor(0.6158),tensor(0.2322),tensor(0.1466),tensor(0.0049),tensor(0.0005)
611,tensor(0),tensor(0.7859),tensor(0.2105),tensor(0.0012),tensor(0.0007),tensor(0.0017)
612,tensor(0),tensor(0.3076),tensor(0.5378),tensor(0.1493),tensor(0.0027),tensor(0.0026)
613,tensor(0),tensor(0.8183),tensor(0.1769),tensor(0.0045),tensor(0.0001),tensor(0.0001)
614,tensor(2),tensor(0.0050),tensor(0.7729),tensor(0.2185),tensor(0.0027),tensor(0.0009)
615,tensor(0),tensor(0.6736),tensor(0.3091),tensor(0.0140),tensor(0.0019),tensor(0.0015)
616,tensor(0),tensor(0.8087),tensor(0.1842),tensor(0.0055),tensor(0.0013),tensor(0.0004)
617,tensor(0),tensor(0.8205),tensor(0.1569),tensor(0.0219),tensor(0.0006),tensor(4.3762e-05)
618,tensor(0),tensor(0.7496),tensor(0.1531),tensor(0.0928),tensor(0.0042),tensor(0.0002)
619,tensor(0),tensor(0.7580),tensor(0.2381),tensor(0.0024),tensor(0.0008),tensor(0.0006)
620,tensor(0),tensor(0.0910),tensor(0.8580),tensor(0.0450),tensor(0.0015),tensor(0.0046)
621,tensor(0),tensor(0.7129),tensor(0.2758),tensor(0.0062),tensor(0.0039),tensor(0.0011)
622,tensor(0),tensor(0.7639),tensor(0.2223),tensor(0.0040),tensor(0.0055),tensor(0.0043)
623,tensor(0),tensor(0.5364),tensor(0.4501),tensor(0.0120),tensor(0.0015),tensor(2.2526e-05)
624,tensor(0),tensor(0.7109),tensor(0.2823),tensor(0.0042),tensor(0.0025),tensor(4.0128e-05)
625,tensor(0),tensor(0.7858),tensor(0.2112),tensor(0.0027),tensor(0.0002),tensor(7.7055e-06)
626,tensor(0),tensor(0.8103),tensor(0.1890),tensor(0.0004),tensor(0.0003),tensor(2.0748e-06)
627,tensor(0),tensor(0.6996),tensor(0.2959),tensor(0.0032),tensor(0.0013),tensor(1.0742e-05)
628,tensor(0),tensor(0.7092),tensor(0.2716),tensor(0.0174),tensor(0.0017),tensor(3.9277e-05)
629,tensor(0),tensor(0.8006),tensor(0.1922),tensor(0.0053),tensor(0.0012),tensor(0.0007)
630,tensor(0),tensor(0.7155),tensor(0.2756),tensor(0.0061),tensor(0.0016),tensor(0.0012)
631,tensor(0),tensor(0.6103),tensor(0.3771),tensor(0.0122),tensor(0.0002),tensor(0.0002)
632,tensor(0),tensor(0.6350),tensor(0.3562),tensor(0.0086),tensor(0.0001),tensor(0.0001)
633,tensor(0),tensor(0.7971),tensor(0.1933),tensor(0.0039),tensor(0.0055),tensor(0.0003)
634,tensor(0),tensor(0.7960),tensor(0.1936),tensor(0.0054),tensor(0.0048),tensor(0.0002)
635,tensor(0),tensor(0.7134),tensor(0.2838),tensor(0.0019),tensor(0.0008),tensor(0.0001)
636,tensor(0),tensor(0.7480),tensor(0.2491),tensor(0.0013),tensor(0.0011),tensor(0.0005)
637,tensor(0),tensor(0.7285),tensor(0.2705),tensor(0.0008),tensor(8.0260e-05),tensor(5.2844e-06)
638,tensor(0),tensor(0.7123),tensor(0.2860),tensor(0.0013),tensor(0.0004),tensor(4.2871e-05)
639,tensor(0),tensor(0.6929),tensor(0.2896),tensor(0.0078),tensor(0.0092),tensor(0.0005)
640,tensor(0),tensor(0.8399),tensor(0.1559),tensor(0.0011),tensor(0.0029),tensor(0.0001)
641,tensor(0),tensor(0.7255),tensor(0.2718),tensor(0.0021),tensor(0.0005),tensor(8.1017e-05)
642,tensor(1),tensor(0.7359),tensor(0.2607),tensor(0.0031),tensor(0.0003),tensor(6.7607e-05)
643,tensor(0),tensor(0.6733),tensor(0.3196),tensor(0.0064),tensor(0.0002),tensor(0.0004)
644,tensor(0),tensor(0.7932),tensor(0.2022),tensor(0.0041),tensor(0.0002),tensor(0.0004)
645,tensor(0),tensor(0.7844),tensor(0.2130),tensor(0.0012),tensor(0.0007),tensor(0.0007)
646,tensor(0),tensor(0.6453),tensor(0.3385),tensor(0.0036),tensor(0.0037),tensor(0.0089)
647,tensor(0),tensor(0.8604),tensor(0.1347),tensor(0.0009),tensor(0.0038),tensor(0.0001)
648,tensor(0),tensor(0.7891),tensor(0.2035),tensor(0.0028),tensor(0.0044),tensor(0.0003)
649,tensor(0),tensor(0.7393),tensor(0.2559),tensor(0.0032),tensor(0.0013),tensor(0.0003)
650,tensor(0),tensor(0.8165),tensor(0.1804),tensor(0.0010),tensor(0.0020),tensor(0.0001)
651,tensor(0),tensor(0.9072),tensor(0.0797),tensor(0.0022),tensor(0.0109),tensor(3.0868e-05)
652,tensor(0),tensor(0.7334),tensor(0.2440),tensor(0.0113),tensor(0.0112),tensor(2.3911e-06)
653,tensor(0),tensor(0.5714),tensor(0.4187),tensor(0.0097),tensor(0.0002),tensor(2.7433e-05)
654,tensor(0),tensor(0.6967),tensor(0.2536),tensor(0.0490),tensor(0.0007),tensor(5.8944e-05)
655,tensor(0),tensor(0.7704),tensor(0.2228),tensor(0.0063),tensor(0.0004),tensor(0.0001)
656,tensor(0),tensor(0.5857),tensor(0.4042),tensor(0.0097),tensor(0.0003),tensor(0.0001)
657,tensor(0),tensor(0.6395),tensor(0.3585),tensor(0.0017),tensor(0.0002),tensor(3.9200e-05)
658,tensor(0),tensor(0.6825),tensor(0.3128),tensor(0.0046),tensor(9.6043e-05),tensor(5.1605e-06)
659,tensor(0),tensor(0.8331),tensor(0.1569),tensor(0.0022),tensor(0.0075),tensor(0.0003)
660,tensor(0),tensor(0.7915),tensor(0.1950),tensor(0.0025),tensor(0.0106),tensor(0.0004)
661,tensor(0),tensor(0.7944),tensor(0.2028),tensor(0.0024),tensor(0.0001),tensor(0.0002)
662,tensor(0),tensor(0.5923),tensor(0.3884),tensor(0.0188),tensor(0.0004),tensor(5.5131e-05)
663,tensor(0),tensor(0.5942),tensor(0.3930),tensor(0.0060),tensor(0.0060),tensor(0.0008)
664,tensor(0),tensor(0.5229),tensor(0.4590),tensor(0.0095),tensor(0.0076),tensor(0.0011)
665,tensor(0),tensor(0.7857),tensor(0.2129),tensor(0.0013),tensor(7.9053e-05),tensor(5.7443e-06)
666,tensor(0),tensor(0.7433),tensor(0.2556),tensor(0.0010),tensor(8.0765e-05),tensor(2.3017e-05)
667,tensor(0),tensor(0.8974),tensor(0.0982),tensor(0.0005),tensor(0.0038),tensor(0.0001)
668,tensor(0),tensor(0.8388),tensor(0.1578),tensor(0.0006),tensor(0.0027),tensor(5.2141e-05)
669,tensor(0),tensor(0.7498),tensor(0.2482),tensor(0.0019),tensor(8.6002e-05),tensor(7.6080e-07)
670,tensor(0),tensor(0.7804),tensor(0.2185),tensor(0.0010),tensor(0.0001),tensor(9.7349e-06)
671,tensor(0),tensor(0.7310),tensor(0.2676),tensor(0.0010),tensor(0.0003),tensor(6.5504e-05)
672,tensor(0),tensor(0.8019),tensor(0.1976),tensor(0.0003),tensor(0.0002),tensor(7.5140e-05)
673,tensor(0),tensor(0.7120),tensor(0.2863),tensor(0.0014),tensor(0.0002),tensor(4.5587e-05)
674,tensor(0),tensor(0.7241),tensor(0.2730),tensor(0.0022),tensor(0.0003),tensor(0.0004)
675,tensor(0),tensor(0.8329),tensor(0.1633),tensor(0.0017),tensor(0.0019),tensor(0.0002)
676,tensor(0),tensor(0.7365),tensor(0.2574),tensor(0.0037),tensor(0.0009),tensor(0.0014)
677,tensor(0),tensor(0.8311),tensor(0.1549),tensor(0.0041),tensor(0.0091),tensor(0.0008)
678,tensor(0),tensor(0.6299),tensor(0.3366),tensor(0.0267),tensor(0.0067),tensor(8.8412e-05)
679,tensor(0),tensor(0.7833),tensor(0.2150),tensor(0.0012),tensor(0.0002),tensor(0.0003)
680,tensor(0),tensor(0.8075),tensor(0.1900),tensor(0.0013),tensor(0.0004),tensor(0.0007)
681,tensor(0),tensor(0.7830),tensor(0.2155),tensor(0.0009),tensor(0.0006),tensor(0.0001)
682,tensor(1),tensor(0.2165),tensor(0.7627),tensor(0.0157),tensor(0.0046),tensor(0.0005)
683,tensor(0),tensor(0.8285),tensor(0.1693),tensor(0.0005),tensor(0.0011),tensor(0.0007)
684,tensor(0),tensor(0.5855),tensor(0.1162),tensor(0.2296),tensor(0.0680),tensor(0.0007)
685,tensor(0),tensor(0.8174),tensor(0.1818),tensor(0.0005),tensor(0.0003),tensor(6.4819e-05)
686,tensor(0),tensor(0.6301),tensor(0.3643),tensor(0.0040),tensor(0.0012),tensor(0.0005)
687,tensor(0),tensor(0.8695),tensor(0.1289),tensor(0.0005),tensor(0.0008),tensor(0.0002)
688,tensor(0),tensor(0.8252),tensor(0.1725),tensor(0.0009),tensor(0.0013),tensor(0.0002)
689,tensor(0),tensor(0.8103),tensor(0.1824),tensor(0.0046),tensor(0.0018),tensor(0.0010)
690,tensor(0),tensor(0.6178),tensor(0.3718),tensor(0.0100),tensor(0.0003),tensor(3.2466e-05)
691,tensor(0),tensor(0.5641),tensor(0.4342),tensor(0.0017),tensor(6.8170e-05),tensor(2.1095e-05)
692,tensor(0),tensor(0.6045),tensor(0.3919),tensor(0.0035),tensor(5.5035e-05),tensor(1.9230e-05)
693,tensor(0),tensor(0.4867),tensor(0.4684),tensor(0.0421),tensor(0.0026),tensor(0.0002)
694,tensor(0),tensor(0.6317),tensor(0.3563),tensor(0.0083),tensor(0.0031),tensor(0.0005)
695,tensor(0),tensor(0.6988),tensor(0.2988),tensor(0.0016),tensor(0.0007),tensor(3.3417e-05)
696,tensor(0),tensor(0.7677),tensor(0.2283),tensor(0.0029),tensor(0.0010),tensor(8.1950e-05)
697,tensor(0),tensor(0.5525),tensor(0.4386),tensor(0.0077),tensor(0.0007),tensor(0.0005)
698,tensor(0),tensor(0.5569),tensor(0.4343),tensor(0.0050),tensor(0.0023),tensor(0.0014)
699,tensor(0),tensor(0.8887),tensor(0.1064),tensor(0.0012),tensor(0.0034),tensor(0.0003)
700,tensor(0),tensor(0.8373),tensor(0.1584),tensor(0.0009),tensor(0.0033),tensor(9.6372e-05)
701,tensor(0),tensor(0.6256),tensor(0.3704),tensor(0.0038),tensor(0.0002),tensor(9.2749e-05)
702,tensor(0),tensor(0.8067),tensor(0.1929),tensor(0.0003),tensor(8.5782e-05),tensor(2.9711e-05)
703,tensor(0),tensor(0.7388),tensor(0.2558),tensor(0.0045),tensor(0.0009),tensor(5.3543e-05)
704,tensor(0),tensor(0.8247),tensor(0.1652),tensor(0.0089),tensor(0.0012),tensor(1.7279e-05)
705,tensor(0),tensor(0.8856),tensor(0.1083),tensor(0.0012),tensor(0.0048),tensor(0.0001)
706,tensor(0),tensor(0.8353),tensor(0.1630),tensor(0.0006),tensor(0.0008),tensor(0.0003)
707,tensor(0),tensor(0.8151),tensor(0.1840),tensor(0.0007),tensor(7.3175e-05),tensor(9.0435e-05)
708,tensor(0),tensor(0.7931),tensor(0.2062),tensor(0.0005),tensor(0.0002),tensor(7.1280e-05)
709,tensor(0),tensor(0.8059),tensor(0.1907),tensor(0.0029),tensor(0.0004),tensor(5.3900e-05)
710,tensor(0),tensor(0.6644),tensor(0.3275),tensor(0.0079),tensor(0.0002),tensor(2.0375e-05)
711,tensor(0),tensor(0.7669),tensor(0.2241),tensor(0.0034),tensor(0.0052),tensor(0.0004)
712,tensor(0),tensor(0.7467),tensor(0.2392),tensor(0.0073),tensor(0.0059),tensor(0.0008)
713,tensor(0),tensor(0.7219),tensor(0.2750),tensor(0.0015),tensor(0.0005),tensor(0.0011)
714,tensor(0),tensor(0.7250),tensor(0.2707),tensor(0.0033),tensor(0.0009),tensor(0.0001)
715,tensor(0),tensor(0.7667),tensor(0.2287),tensor(0.0044),tensor(0.0002),tensor(2.6360e-06)
716,tensor(0),tensor(0.7258),tensor(0.2685),tensor(0.0046),tensor(0.0010),tensor(6.4435e-05)
717,tensor(0),tensor(0.6754),tensor(0.3175),tensor(0.0066),tensor(0.0005),tensor(1.7168e-05)
718,tensor(0),tensor(0.7906),tensor(0.2067),tensor(0.0018),tensor(0.0009),tensor(6.2831e-05)
719,tensor(0),tensor(0.7664),tensor(0.2311),tensor(0.0018),tensor(0.0006),tensor(0.0001)
720,tensor(1),tensor(0.5900),tensor(0.4029),tensor(0.0065),tensor(0.0005),tensor(6.8961e-05)
721,tensor(0),tensor(0.7075),tensor(0.2831),tensor(0.0091),tensor(0.0003),tensor(2.4745e-06)
722,tensor(0),tensor(0.7410),tensor(0.2468),tensor(0.0119),tensor(0.0003),tensor(8.0822e-06)
723,tensor(0),tensor(0.7476),tensor(0.2504),tensor(0.0017),tensor(0.0003),tensor(2.0823e-05)
724,tensor(0),tensor(0.6594),tensor(0.3312),tensor(0.0079),tensor(0.0006),tensor(0.0009)
725,tensor(0),tensor(0.8383),tensor(0.1583),tensor(0.0018),tensor(0.0008),tensor(0.0008)
726,tensor(0),tensor(0.8379),tensor(0.1558),tensor(0.0031),tensor(0.0026),tensor(0.0006)
727,tensor(0),tensor(0.8284),tensor(0.1698),tensor(0.0006),tensor(0.0011),tensor(4.2651e-05)
728,tensor(0),tensor(0.7513),tensor(0.2465),tensor(0.0011),tensor(0.0010),tensor(0.0002)
729,tensor(0),tensor(0.8219),tensor(0.1739),tensor(0.0038),tensor(0.0003),tensor(0.0001)
730,tensor(0),tensor(0.7843),tensor(0.2115),tensor(0.0035),tensor(0.0007),tensor(0.0001)
731,tensor(0),tensor(0.7113),tensor(0.2859),tensor(0.0016),tensor(0.0009),tensor(0.0003)
732,tensor(0),tensor(0.7924),tensor(0.1962),tensor(0.0048),tensor(0.0057),tensor(0.0009)
733,tensor(0),tensor(0.7943),tensor(0.2020),tensor(0.0014),tensor(0.0015),tensor(0.0008)
734,tensor(0),tensor(0.6530),tensor(0.3453),tensor(0.0007),tensor(0.0008),tensor(0.0002)
735,tensor(0),tensor(0.8043),tensor(0.1745),tensor(0.0174),tensor(0.0037),tensor(0.0001)
736,tensor(0),tensor(0.6340),tensor(0.2956),tensor(0.0698),tensor(0.0004),tensor(0.0002)
737,tensor(0),tensor(0.7337),tensor(0.2639),tensor(0.0018),tensor(0.0005),tensor(2.3539e-05)
738,tensor(0),tensor(0.7783),tensor(0.2183),tensor(0.0029),tensor(0.0005),tensor(6.3286e-06)
739,tensor(0),tensor(0.7131),tensor(0.2808),tensor(0.0058),tensor(0.0003),tensor(3.6661e-05)
740,tensor(0),tensor(0.6978),tensor(0.2990),tensor(0.0032),tensor(6.4536e-05),tensor(2.7271e-06)
741,tensor(0),tensor(0.7651),tensor(0.2327),tensor(0.0019),tensor(0.0002),tensor(6.3002e-06)
742,tensor(0),tensor(0.7957),tensor(0.2019),tensor(0.0022),tensor(0.0002),tensor(1.9109e-06)
743,tensor(0),tensor(0.8504),tensor(0.1455),tensor(0.0007),tensor(0.0030),tensor(0.0003)
744,tensor(0),tensor(0.8301),tensor(0.1674),tensor(0.0007),tensor(0.0017),tensor(0.0001)
745,tensor(0),tensor(0.8765),tensor(0.1219),tensor(0.0007),tensor(0.0006),tensor(0.0003)
746,tensor(0),tensor(0.7849),tensor(0.2127),tensor(0.0012),tensor(0.0007),tensor(0.0006)
747,tensor(0),tensor(0.7916),tensor(0.2055),tensor(0.0015),tensor(0.0012),tensor(0.0001)
748,tensor(0),tensor(0.8525),tensor(0.1424),tensor(0.0011),tensor(0.0030),tensor(0.0010)
749,tensor(0),tensor(0.8793),tensor(0.1192),tensor(0.0003),tensor(0.0012),tensor(4.2649e-05)
750,tensor(0),tensor(0.8815),tensor(0.1112),tensor(0.0016),tensor(0.0056),tensor(0.0001)
751,tensor(0),tensor(0.8944),tensor(0.1046),tensor(0.0007),tensor(0.0003),tensor(2.7602e-05)
752,tensor(0),tensor(0.8398),tensor(0.1588),tensor(0.0007),tensor(0.0004),tensor(0.0003)
753,tensor(0),tensor(0.5549),tensor(0.4010),tensor(0.0426),tensor(0.0014),tensor(4.8853e-05)
754,tensor(0),tensor(0.7788),tensor(0.2089),tensor(0.0117),tensor(0.0006),tensor(1.1775e-05)
755,tensor(0),tensor(0.8436),tensor(0.1372),tensor(0.0049),tensor(0.0118),tensor(0.0026)
756,tensor(0),tensor(0.8561),tensor(0.1291),tensor(0.0039),tensor(0.0104),tensor(0.0005)
757,tensor(0),tensor(0.6410),tensor(0.3575),tensor(0.0014),tensor(0.0001),tensor(1.7202e-05)
758,tensor(0),tensor(0.6437),tensor(0.3512),tensor(0.0048),tensor(0.0003),tensor(3.8115e-05)
759,tensor(0),tensor(0.9232),tensor(0.0741),tensor(0.0005),tensor(0.0019),tensor(0.0003)
760,tensor(0),tensor(0.8223),tensor(0.1708),tensor(0.0016),tensor(0.0046),tensor(0.0006)
761,tensor(0),tensor(0.8208),tensor(0.1768),tensor(0.0022),tensor(0.0002),tensor(5.7091e-05)
762,tensor(0),tensor(0.4403),tensor(0.5374),tensor(0.0216),tensor(0.0003),tensor(0.0003)
763,tensor(0),tensor(0.8085),tensor(0.1862),tensor(0.0028),tensor(0.0021),tensor(0.0004)
764,tensor(0),tensor(0.7836),tensor(0.2061),tensor(0.0067),tensor(0.0033),tensor(0.0003)
765,tensor(0),tensor(0.7973),tensor(0.1994),tensor(0.0012),tensor(0.0015),tensor(0.0007)
766,tensor(0),tensor(0.8341),tensor(0.1629),tensor(0.0005),tensor(0.0018),tensor(0.0006)
767,tensor(0),tensor(0.7661),tensor(0.2304),tensor(0.0019),tensor(0.0016),tensor(8.7438e-05)
768,tensor(0),tensor(0.6775),tensor(0.3160),tensor(0.0056),tensor(0.0008),tensor(9.1957e-05)
769,tensor(0),tensor(0.6323),tensor(0.3641),tensor(0.0035),tensor(0.0002),tensor(2.0168e-06)
770,tensor(0),tensor(0.7071),tensor(0.2913),tensor(0.0013),tensor(0.0002),tensor(7.0328e-05)
771,tensor(0),tensor(0.7638),tensor(0.2339),tensor(0.0021),tensor(0.0001),tensor(1.2872e-05)
772,tensor(0),tensor(0.7481),tensor(0.2501),tensor(0.0016),tensor(0.0002),tensor(2.5123e-05)
773,tensor(0),tensor(0.7776),tensor(0.2200),tensor(0.0022),tensor(0.0003),tensor(4.8659e-05)
774,tensor(0),tensor(0.7777),tensor(0.2204),tensor(0.0016),tensor(0.0003),tensor(0.0001)
775,tensor(0),tensor(0.7631),tensor(0.2337),tensor(0.0028),tensor(0.0004),tensor(2.1933e-05)
776,tensor(0),tensor(0.7733),tensor(0.2251),tensor(0.0014),tensor(0.0002),tensor(1.2681e-05)
777,tensor(0),tensor(0.6258),tensor(0.3396),tensor(0.0320),tensor(0.0022),tensor(0.0004)
778,tensor(0),tensor(0.6927),tensor(0.2902),tensor(0.0149),tensor(0.0020),tensor(0.0003)
779,tensor(0),tensor(0.6904),tensor(0.3052),tensor(0.0036),tensor(0.0007),tensor(0.0001)
780,tensor(0),tensor(0.7093),tensor(0.2867),tensor(0.0027),tensor(0.0012),tensor(0.0002)
781,tensor(0),tensor(0.7999),tensor(0.1952),tensor(0.0048),tensor(6.0265e-05),tensor(2.1618e-05)
782,tensor(0),tensor(0.7961),tensor(0.2021),tensor(0.0014),tensor(0.0003),tensor(4.5389e-05)
783,tensor(0),tensor(0.7240),tensor(0.1075),tensor(0.1646),tensor(0.0039),tensor(6.6823e-07)
784,tensor(0),tensor(0.5251),tensor(0.4138),tensor(0.0590),tensor(0.0021),tensor(3.0540e-05)
785,tensor(0),tensor(0.8197),tensor(0.1780),tensor(0.0021),tensor(0.0002),tensor(6.7848e-05)
786,tensor(0),tensor(0.7407),tensor(0.2514),tensor(0.0076),tensor(0.0003),tensor(7.9646e-05)
787,tensor(0),tensor(0.7350),tensor(0.2629),tensor(0.0017),tensor(0.0003),tensor(0.0001)
788,tensor(0),tensor(0.7989),tensor(0.1987),tensor(0.0020),tensor(0.0004),tensor(0.0001)
789,tensor(0),tensor(0.7855),tensor(0.2092),tensor(0.0051),tensor(0.0002),tensor(3.0239e-05)
790,tensor(1),tensor(0.4536),tensor(0.4526),tensor(0.0185),tensor(0.0636),tensor(0.0118)
